id,latitude,longitude,proximity_to_major_city,proximity_to_capital_city
1091,26.9612,94.0539,28501.65758119135,439860.36843409523
1066,42.9564,44.4946,17683.0888400508,143102.82446245934
1230,22.9988,92.9223,81777.00621991143,268644.4609151147
1070,42.1145,47.4938,64970.71032600843,225043.3063091603
331,40.2292,21.1376,53313.54013111061,165052.53614342122
2485,29.0369,66.5826,138329.49452236245,657845.13373235
375,43.8899,2.5378,80779.11304225701,174381.76214017067
1072,41.4921,48.0541,65571.92178669678,197958.87011401594
1558,31.2738,77.1295,19645.303003679066,290018.3701262381
1118,28.0816,83.4301,56858.23953386855,190533.8970053082
1822,14.9305,-91.9078,39065.396460653465,152223.9780236407
418,57.2315,52.8662,47789.88327400089,947956.9699934219
1506,21.3835,-98.9902,25143.7187515633,218093.56580348834
1074,43.397,46.9775,62804.57492308377,258242.46253763934
508,62.3496,130.8691,68442.94122282296,2189274.0263905623
1801,14.7814,-90.7925,13602.10714027235,33834.59648732988
1165,26.2934,93.2299,57131.33703575744,378979.6497295958
347,56.632,47.8784,434.4511559409217,641377.4577664036
1068,43.145,45.1043,27825.79745781057,162854.66333299965
350,54.1302,45.4394,17474.208260144773,530636.746266755
1212,21.637,86.4404,106292.62024816069,467741.26372857677
2165,32.0872,34.7737,873.2015029495868,54740.949201365904
534,25.383,99.9426,42541.43305673627,738998.4681415779
378,46.0579,1.8017,49617.168631449444,313553.27283937874
381,40.1116,9.1845,86222.25563931071,338906.2699293424
626,-38.5653,-73.081,47205.791512151016,608646.9391324318
1503,19.191,-99.0236,24360.987912220724,29060.529047711058
424,49.6071,6.1248,634.0463944459948,634.0463944459948
964,27.0994,87.0048,73832.97770000267,179243.9595104754
1424,35.5411,102.7935,37345.08600232492,1289493.81002863
1057,42.4599,41.7205,84565.96621225982,270667.7649430274
426,53.1006,5.6579,18639.0754792455,95928.98750237116
1113,28.275,84.1782,20230.753712197307,129020.04227252578
295,11.8673,-71.9824,107345.67660313072,224717.2399908096
1075,44.2137,42.8466,24457.720146172953,323465.5680755251
1064,44.9181,39.7485,45099.07908497573,545540.79250601
469,50.8336,109.5117,171268.86994295125,376865.7192725031
1574,16.6151,81.6284,49268.10655809721,1093985.2294743867
1578,18.9478,83.5839,92427.04939517571,882881.8917538646
1028,27.096,87.7356,81554.20561460972,192833.5222365841
2452,32.0476,34.7552,3863.243414932512,53423.55091984337
401,47.0738,35.5545,29480.715908046823,507390.4198185278
1078,40.847,40.0149,28857.97554907984,387456.19000622164
1935,-1.8673,-78.9257,37686.00292069184,187441.25394209844
1479,28.5652,110.3576,138836.1228348258,776710.5158776069
1434,46.195,88.7255,105954.16333892949,1177970.4735734793
1563,30.0976,79.1235,106089.96657629189,243813.83905835767
1380,12.801,11.1181,11463.789380069626,433239.8200001418
336,48.2246,-3.9331,45463.522066534206,171248.60336373973
352,43.1811,-0.1428,19222.27685999135,154939.26731878505
2245,22.6001,104.0004,11529.494373580359,258463.99053324814
1205,19.1244,83.2104,115735.32034585932,902522.1709556041
1119,26.9367,95.1745,66565.5439584632,550270.1511005433
1130,26.4361,94.6472,55232.090070747465,509123.59539263946
1234,51.7134,94.3945,1082.5906545929856,989318.8335231044
1970,32.6393,13.4252,36308.68450182673,34382.157698207484
2232,36.4477,43.2971,17769.104092083413,359853.5857875727
1592,23.7853,85.4736,48442.757471604724,435753.85610011104
1600,35.8667,71.7956,133974.45351456845,266786.2060145033
2481,35.3151,72.908,80805.67241462029,179738.09597184058
373,62.3087,51.5917,82628.0359889736,1077563.4966172972
365,44.7467,6.6796,85900.07300211192,127065.10529831809
355,47.931,-2.0544,34214.8293456774,139821.63348128885
1384,10.5553,10.0579,36185.32022177561,326979.75305681844
1570,11.4369,76.5032,68811.24551272059,621005.0049102786
1204,21.8003,85.4956,83637.20609543826,546554.9864397544
847,36.6596,57.854,52828.925557001065,150929.3454983968
1210,20.3034,80.2441,105303.52997097587,970596.4441990088
328,54.1817,43.2751,123977.54379031775,400856.2516426148
7,33.884,35.5133,1375.1063242908747,3291.3462227600817
2225,12.0333,105.4333,4084.374761756646,76882.66950997231
1258,27.1275,91.9335,101976.66597461455,229544.33630902923
1161,24.4521,93.2354,58669.933141815236,298695.20766054036
389,46.0922,28.7951,50723.54232977347,101677.63351602877
1557,31.4403,77.1487,37877.916834816046,308480.1396203744
981,28.3527,95.2294,101946.65862862262,557762.1439731546
1132,26.1603,94.3725,60529.6367616539,483735.627056995
977,27.5277,93.0981,103686.15956171644,340956.7182080733
1898,9.3395,-82.2428,102915.37086660402,211835.73487173783
1582,11.6952,75.9375,52720.21928428002,681559.5315717126
340,42.0819,9.0307,30341.791915329748,225818.54147865536
1253,27.44,89.6731,4978.521391718911,4230.902924177684
368,46.2026,45.8239,124948.9054704376,507539.722052298
1071,42.0125,47.2521,84827.06320132983,203399.80212070563
332,42.7954,-5.6689,25278.747256506467,310942.7459910777
376,56.1822,27.1362,51407.887734876436,203147.66203417815
404,43.5485,6.1083,48550.16554901954,107271.72262491619
1174,25.9284,90.9777,83237.61662144844,216432.28534343184
1996,32.4816,3.6694,935.7327224882944,478357.168067275
1128,27.739,86.839,146346.11648282703,149517.35867264282
1154,25.0358,94.4824,59749.69600817195,438232.2100345727
1826,15.6019,-91.4441,31424.25214937905,147354.29160353827
1569,11.3642,76.5266,61426.27367547451,612996.584344785
1140,25.7553,94.1308,9921.057748443216,439407.9730733186
1056,41.2736,41.2646,47382.25810181401,299530.42738863936
1073,41.8081,47.9882,36649.98753273907,225269.06463885345
1553,32.9072,76.5307,103847.07051701729,334505.7740940516
1076,43.133,40.8471,18843.887115412905,364241.7019037515
1129,26.7799,94.9493,72809.7093228609,530726.1632663769
1588,20.5093,78.1787,64868.18483464028,912249.151049774
784,35.8044,-108.475,108963.42527084895,2037376.2818543364
408,40.6139,8.6132,13414.004115463524,351475.2318904512
655,22.8369,5.5371,5954.250181169067,1097931.2806796632
1590,18.2763,82.9385,61794.39344732236,982630.9276841545
916,20.2461,-97.6586,39131.705444088315,179888.75161089873
1564,30.4859,78.0908,18814.1794749144,219234.91417432655
1167,24.7368,92.9003,12631.50342305296,277353.2010856316
1179,34.0617,77.5909,255679.90149834333,420169.02969080565
1429,36.2752,102.4584,72534.80748394552,1283320.04843995
1136,25.9777,94.5922,58819.203486768405,491748.39365472883
904,19.3111,-102.041,12528.592448167652,304390.8832114412
342,45.3212,34.3212,187283.80360226377,460449.6911003996
451,47.9163,124.1235,45721.233088509565,996342.2447042479
366,45.7828,6.9982,69516.34627923617,134080.86665311368
356,40.8802,9.4482,75779.06765894766,275228.12823829276
1754,-40.0791,-71.0156,121474.26391242389,737080.503731544
1620,16.5993,52.8057,144202.19208099073,889455.9435088303
1891,12.4001,-83.7332,181827.09446226488,275119.19190883805
1233,39.1641,108.1054,115415.48331349922,715600.5868449899
1944,-15.3649,-69.0518,117293.76969626229,158833.3051969488
96,-0.9942,34.519,71835.4750006051,257457.06197311217
1861,15.6754,-88.1476,23217.23516112792,187119.91111750994
292,6.1624,-76.8383,56066.57154986576,350603.92695197044
1162,24.721800000000002,93.6584,30700.651024017432,348325.8863137445
760,37.4879,71.5374,93633.4159370368,268260.46732644195
397,59.204,54.5361,128464.6349735578,1077762.4563516711
1825,15.3757,-90.4288,11718.034720953534,85544.91362826202
1135,25.9629,94.9713,91662.6148256692,524186.3604124215
669,43.8028,46.2744,71059.27546106807,262322.13559279917
700,10.8575,30.2371,61041.36381026564,578071.8586912759
1930,-2.6577,-78.8378,9154.618645192715,272189.16194126755
932,20.4831,-99.217,61543.31103556479,117661.89005475555
940,19.7129,-99.9515,51762.429632267675,90572.91553240213
1599,35.909,74.2153,7680.887001998775,266977.74697574053
928,19.4661,-99.5944,17045.659391966732,47641.090490740906
1141,25.8691,94.7131,63819.68747291673,496477.9994487852
1133,26.6032,94.9603,75664.88508850186,535381.2394202573
1791,15.4849,-91.0358,50011.855379918125,111120.24972621769
1777,15.0845,-90.4888,44425.99864915709,52654.78959939725
1686,7.6347,37.3205,54289.01779519775,220288.2079770863
1144,25.5027,94.2681,23762.032480842045,438209.2206884687
1347,40.9321,14.8645,24387.62342115793,225731.8061851724
1765,27.8585,54.8547,157566.52044792424,380554.122717969
641,2.8237,-76.3117,55794.020161372304,317265.6944892334
2303,-26.7848,-63.6767,125406.29102937705,625582.4789315843
1058,43.0207,42.3193,92048.06298193661,253840.68123423512
2236,19.8833,104.6166,123968.37092805908,179943.1321732176
2163,29.3413,0.3955,176757.48756824777,858485.9027254225
2179,16.8834,43.2655,62477.12510679609,197703.8095276221
1379,37.1603,74.9047,148418.19499253997,419138.6540585555
1568,24.297,92.4499,64756.46518891307,217483.3647617293
1713,10.809,30.2453,63595.619725454184,582578.3348268401
702,-38.4105,177.3632,102145.77240103955,388637.9205457426
2237,20.5166,104.3166,111313.29825770963,168269.32763548387
1567,33.5413,76.333,152474.54604992634,303634.71164916724
1562,31.541,78.3764,124943.91661678952,338510.70066752343
1330,38.0167,14.5994,71316.49789541012,235520.26441831118
1594,25.8196,88.9672,3916.437039660486,194975.4195169497
1831,14.6394,-91.2301,32467.664357167778,75308.19452538798
2350,13.4323,144.7338,4103.612267941487,5094.661958202922
741,-10.6929,-74.3444,170949.32834308347,328841.2918316021
1131,26.2934,94.9493,88828.48391628478,540292.0696172627
1897,9.5983,-79.6334,37082.42220676752,68148.95166640548
1554,33.1835,76.574700000000007,129240.09796796434,331233.0282564674
1155,24.9661,93.5375,45524.83268193992,346482.53249109886
1139,25.958,94.2462,34861.50068602513,460961.1770965152
1027,62.0112,-6.7785,599365.1816575641,396.8312304199837
2439,28.828,109.5904,135340.60728578523,836863.8563282909
2480,35.5833,72.5,93656.67014510797,215196.43207940733
1787,15.8259,-91.4783,56216.15392787965,168924.34385654284
1186,25.2844,93.2189,69888.74928309687,333993.48685883905
411,58.1011,-6.7675,270191.8747924146,434617.23180824117
1504,19.6223,-97.8149,52464.025794020155,140750.73595510577
643,9.9916,-83.0316,952.4100801517417,115115.5048206539
370,54.2267,18.1713,33836.57157370693,291592.93992369267
481,53.7746,90.3735,56120.055963703155,1309710.886882266
1587,18.5629,82.8039,88424.57298686792,974046.2820547387
1352,38.1863,23.6096,25034.642947878703,28628.388405264268
507,52.7961,104.8809,68194.84040398484,561764.451746755
458,49.8096,119.7509,67884.09945339852,963525.0136635841
2261,26.8279,95.3623,86041.36806352978,570386.626874375
2229,10.7833,108.0833,16824.07365369696,356206.70349447674
1232,24.577,93.3178,58367.306490395706,310627.2244909187
1422,36.7608,102.4255,60507.87794714412,1266334.9828343047
1159,24.1968,93.3563,84297.43911678324,304497.3860666037
1929,0.1757,-78.2006,21986.940182665043,57751.51317844254
1949,12.5331,53.767,500702.3114002938,1078036.2428992686
462,51.069,86.5942,108554.80441715593,1055383.8070714402
1475,46.214,24.2413,45322.97344780967,245834.9742626306
1986,37.405,41.3745,39210.03364735843,411535.61504431046
422,57.8096,27.29,61624.773125002546,213636.72311090922
687,64.1681,-51.7236,1429859.0250011422,1715.142638240894
1494,41.0213,28.9324,11355.534144543488,353598.1832494747
122,-6.922,39.2409,13898.963165869432,395679.4417639226
2180,35.5702,1.8099,49126.4272645208,171804.49660259823
915,20.4477,-97.32,19351.78429917788,221678.43330302587
1108,26.9759,95.4656,79438.7765753816,578367.2817372029
1213,21.8003,86.8139,68367.03107409769,425278.10220619885
2241,22.6833,102.6666,91921.16787619068,375965.11306555104
2240,22.6166,102.75,94248.60735867504,364900.1438460748
2249,26.19,110.24,101266.83179525186,556011.7743549297
60,10.8387,30.0338,41121.78922334609,589722.7859400098
1931,-3.6236,-79.2388,40866.997017652364,385607.9513282994
1025,27.0499,86.7329,83364.82307679401,157161.32762217362
362,53.7876,-9.1845,57985.53638351619,200349.97868543415
1329,10.8791,4.6115,107858.12476551271,374682.4084714827
927,20.1021,-97.622,41605.204281776154,175858.58864963485
134,-29.3791,28.2838,77897.38230916794,77897.38230916794
704,-21.2343,-159.7837,1147593.4174166415,2502.5416247038625
1804,34.3751,50.3063,64659.883187884225,178406.96894113076
1670,42.4518,78.4643,8109.69227366102,320167.6328550937
1143,25.6811,94.367,25143.308565704716,456067.1137326581
1304,13.1089,-15.8999,71538.10370173346,92634.56581743478
1447,26.5541,87.918,56486.596137763176,198616.66586849064
1927,-20.1694,-63.8525,176471.1422775922,610026.0846583467
1208,18.7086,83.5839,66001.19727994996,899516.6214576586
1247,27.0786,91.0272,126038.13415348718,143534.2944863478
70,10.7685,29.902,34750.91415607995,603286.6460680815
986,28.2632,95.0537,88027.17813842586,539275.9373293148
1137,21.7748,92.2741,78731.34549307948,288033.22744455584
149,6.6482,100.0387,29188.594559899935,430565.8181031136
998,-10.6147,-76.506,27114.962756903537,168737.11986369628
1275,-0.6371,-77.1459,150575.1887507654,159889.5763680343
1104,27.4059,96.427,150930.28706472355,669561.9308532487
2210,15.4907,6.2072,121026.13574436115,492810.3952805588
734,-4.3464,-77.8271,158402.2226104641,464253.19770312775
1134,26.0518,95.1031,107584.1809226494,540442.4400529128
1717,10.7901,29.8635,30275.375111132977,603149.1694376185
2235,21.6833,102.1,167993.56207015508,394296.59457288106
905,16.9616,-95.093,59620.453528449485,507996.61552013754
1151,25.185,93.9715,42864.91586346445,396266.1239277393
427,56.3317,46.5545,48485.92000299426,558099.4296236938
1082,27.7552,84.8144,43388.635302080045,50176.977771073674
1356,17.7607,-92.5936,41945.07653708945,409771.025806006
2414,23.6,102.7333,49042.214453975204,429184.6887335758
1778,15.5724,-91.4218,28493.39178486361,143317.76982356174
1491,22.65,-103.5833,94003.65055041877,583767.9225810173
406,46.5777,9.6954,85180.35270103363,64070.93296110951
938,27.5228,93.8177,94567.9963623275,411913.9651316169
988,28.1688,94.7433,77766.20085743666,507705.4199660316
1218,22.4922,84.1552,75250.8249897851,591025.022208797
759,-2.8826,-78.0303,91313.54632091272,300048.006612355
742,-4.3464,-70.0048,15785.230803644232,1051320.7816839637
999,-12.136,-75.2453,7939.208447640695,194126.8980721155
296,3.4256,-68.8183,281921.782790857,598488.3004451905
1800,15.6685,-91.7111,46536.72854432295,172727.0733397161
1147,25.2794,93.6694,60338.631528066864,373323.21006203146
1150,25.5027,93.5595,58783.675150779636,375832.90975805116
1277,18.1307,-96.8436,66864.51765255096,281646.7900685277
1116,27.6969,86.0057,66295.39664792386,67451.53479810162
1106,27.1618,95.7952,95388.54492940173,608808.5963772322
1490,26.9114,-109.6271,25525.24424736508,1355882.6509489608
2309,-0.4531,119.9816,53107.03453982353,819887.7122955519
431,26.9661,86.3223,109483.41522909183,128377.47866757419
1561,30.9823,77.1569,13120.249934988447,257547.97360330485
1077,44.1556,41.9368,17917.92863183342,361268.46094795153
1171,25.7603,90.3955,105580.56448693543,203934.4186548641
2030,23.4456,121.4483,61795.06386143348,178341.41420356717
2525,-0.3076,131.2207,61330.81426132369,924228.3686233943
1245,27.492,90.7159,106253.55870199997,105988.93119642902
1350,47.8435,16.5179,20230.955207278304,41811.182398732424
1768,33.5139,48.0102,31728.071419845524,335486.57235942263
2451,31.6767,34.5684,38819.395394254425,62133.554329084924
1120,28.4321,82.9635,100446.47816216169,245114.81410946572
565,46.5531,11.8597,38675.49472668044,189468.37129248228
440,27.1153,88.4687,28310.110765176694,122319.08671978352
2427,24.8341,107.577,142559.89456578335,459375.08622709766
2221,21.7333,99.7666,170617.1248810014,438052.3008340685
1715,10.8872,30.1904,55251.39392342907,577286.0821390963
2425,24.6341,108.2895,104889.96275122999,473309.3949619503
393,68.9099,22.9394,174986.50487554516,976487.5186519726
1012,-7.1772,-78.673,16064.071434106429,570314.9081128291
1276,-1.7575,-76.8603,199154.6409566969,251207.1838444923
1378,37.8705,71.5979,121898.02516162833,257162.72087673974
979,28.038,94.2022,92296.7612805204,453208.3563946443
2321,0.4888,120.8935,194919.88346011174,825142.6698364508
2181,26.8828,2.5488,301024.29553252313,1098445.9405177406
659,-25.958,-59.0625,91057.61204786554,160614.60620031328
503,67.5001,67.7856,160636.1555238705,1825766.8791801557
421,45.6351,19.1903,40807.66073125789,134913.0196755635
2408,24.878,109.1053,68085.48638206701,541756.518363456
1035,41.7518,47.6875,59506.17185597877,236921.07016072542
1036,41.5332,47.3181,39857.64435590168,207303.97467131546
1844,34.9073,72.8675,50369.673085767776,135012.10992412592
1146,25.6019,93.8891,23928.189701853014,409891.25841101375
1112,28.2501,84.718,73082.64623518319,84972.04261740552
907,18.245,-94.76,33980.3245151884,479503.1001044233
1446,26.6032,87.2259,14462.65303369452,224620.2665092467
1170,27.1911,94.1528,49455.264640714166,446629.591909269
1279,18.2499,-96.3995,92563.95882313674,316904.2974064781
941,19.4372,-100.3552,35148.8963126123,127232.2688951401
1430,43.6599,81.3427,26704.375581802753,553622.809968593
1505,18.2209,-94.8382,32914.351965764334,472379.64980696177
1105,27.3485,86.2337,95586.36373291626,98231.93033737365
1302,12.7743,-15.6967,67546.3047382378,101834.87079223545
1576,18.3858,82.7819,81371.27594932966,987927.9048676107
1513,45.4832,20.9069,39306.390823766065,81778.8840360191
1351,46.7925,27.1911,31554.26376624572,128805.45363018905
1215,22.1263,87.0776,23887.134012889066,383811.9374049486
1423,36.4919,102.6452,79459.95830800397,1258750.4481669348
1862,15.3393,-84.6034,239664.99514273228,312961.7858344578
396,61.1273,32.8765,109572.41195465611,445183.76374988334
1006,19.3166,104.7833,116567.08047597995,219674.47148299875
885,43.0588,-102.5244,125809.99724948079,2143070.0705005536
699,34.7506,-2.1917,26613.430511842147,325572.351889152
1061,41.6523,46.9775,53621.409340578284,178113.85833551627
1964,8.6027,-61.3806,90354.63548701617,229934.9094814064
1169,27.9208,83.5082,44807.52660856501,179906.56402825622
1501,34.5947,103.5653,46131.00858782618,1278445.136157227
1037,42.7308,46.2963,67622.39536559903,166722.8967012873
599,2.6138,-76.3906,32533.24779983244,338962.2537685796
1164,24.1517,93.9385,72097.17812624255,362215.8325959105
1802,35.4259,46.2551,70759.50128959806,287593.57302694017
1203,21.0742,85.6164,72953.69340928053,573116.7292812163
1173,25.7801,92.5927,75130.30975137549,318834.8359963291
1901,8.1179,-77.7429,110419.63797936439,218390.60519641664
1306,12.2621,-16.5289,44748.09654709343,110529.24172571316
1178,23.5237,92.9003,27720.26366664117,254824.78646305692
1157,24.6769,94.3835,45869.31735721024,417342.6070040033
1386,9.9742,9.3328,48744.701739762124,226364.78881850097
1461,37.9463,75.1272,185172.83757247616,507236.3440013844
63,10.585,29.8883,51539.53882863648,622077.0501204263
1779,34.4861,51.0562,20656.812146123913,138406.649893412
1799,32.8795,51.6796,20050.408848549712,313899.56098389544
2300,34.8679,53.4924,77129.80737306194,209235.26680314436
277,56.3544,-113.8345,312565.1672621225,2890749.1157343793
1273,18.158,-96.7045,78373.94787781197,292828.32958818704
1280,18.2934,-96.7029,73377.17366851085,285935.7243332288
955,17.05,-96.6333,5325.158593949766,374234.3822612646
2443,25.9368,102.1839,81843.8901030644,661322.6300045123
978,28.0331,93.0651,157783.31802079914,342701.69676756044
1990,15.3174,105.4938,41034.63162768126,422174.8511912132
1252,27.4107,91.2277,149125.77041012372,156617.02362858795
1448,43.9414,28.3062,37858.47193890533,183866.61903083275
436,26.6192,87.4635,23415.48704536299,235395.68440156503
1614,40.1578,18.2208,23315.45370868433,187192.1269421901
1878,-21.5812,-55.0759,77182.72314502536,489106.9383182441
327,63.0474,33.4616,139637.2464190608,551953.7505131403
1152,25.2198,94.1583,49902.41970072294,415052.7584044295
1185,32.6578,77.5415,176236.02321306258,432984.9703658648
1337,47.1364,37.5444,4558.350427535565,632244.8683751764
985,28.2463,95.3668,96455.938805178,569404.4165020824
1965,5.1347,-61.853,289489.9598537083,449100.0483303197
1995,36.5703,2.2892,51138.707209655404,70138.00523401094
1502,35.7643,102.8979,32837.083250496275,1270220.5382521867
2090,33.8339,36.5405,27036.35194168864,42068.07234599826
1438,38.5632,68.4475,28381.952201246993,28997.207115543468
2224,21.6,94.8333,39687.833418098926,246442.85460470722
1405,-19.4562,23.2031,331425.0623210589,641696.4532561244
1680,10.3581,35.0024,172424.78482660884,436364.9261120387
384,51.5001,14.4744,31665.131960646027,135179.056217856
1187,25.6514,93.2409,87788.0946072735,358507.9933557376
1189,24.1467,92.3071,64146.790778850554,199081.44233458166
1959,-20.2841,-55.4638,90220.96892383497,600579.677569833
1595,35.3845,71.3177,117491.04670798035,217413.24285508104
1092,27.518,86.9375,120003.27686374885,160620.30884457042
617,-28.1495,-52.4707,12229.816888820369,602803.7191235427
1278,18.0801,-96.5236,99362.32004514344,313746.56705780403
1797,34.0867,49.8861,17153.0291727508,227080.86910486818
1310,12.4419,-12.6617,130810.85028171918,325563.2469356136
1307,12.4218,-16.4149,23100.70096605901,108370.94801756035
1142,25.6712,94.779,66388.19007312247,492496.30971363414
1712,24.9611,10.1733,388364.4413111468,927478.7627887093
276,53.9849,-97.7626,457936.9121816397,1839418.1781711378
1583,11.6952,75.6738,50558.35985767969,700125.1164667398
1684,5.9438,36.6503,100069.01861886325,413278.5560473068
1560,33.4589,76.9152,172997.64690199474,358202.36246111506
654,-8.4289,-74.6411,13443.593331891387,479293.88319652976
109,0.6737,30.198,54318.387260693366,268063.2689911331
1051,42.2376,45.8734,100734.18811714614,105077.5889300846
1425,36.089,102.843,63182.376479212064,1259724.356402591
2246,10.5634,107.1496,24183.240479172462,267869.7596355267
1773,31.8402,54.1625,21512.815312715295,497801.1948073945
1250,27.7078,91.3623,171825.01417302885,171666.25553364976
2432,28.7778,102.1277,101245.33696047925,939777.6453960905
1180,24.1968,93.587,76471.18725303122,327592.9599951322
24,9.7415,10.4534,92265.09686320547,333890.8834876912
1145,27.6831,87.8256,87170.19941931036,180639.40264471967
2445,24.3789,102.046,53070.84549373783,539086.462962029
2254,15.3333,106.85,113155.7503673067,468545.5768096582
1681,9.5465,34.2059,247787.57143983993,501677.6046248832
2434,26.4179,98.7758,149104.98753422147,789741.8431241501
539,18.4483,98.1848,92468.6006702622,259648.2422218415
648,3.7765,-61.1279,118463.72234976363,470815.091862534
1361,21.4735,74.0258,100099.6433436326,861868.1956940457
2448,26.5895,100.8506,87567.99715696072,800210.9366750255
2401,14.9102,104.6049,44852.32262607108,373767.31117594714
1524,33.059,-112.0479,30863.376153523714,1984801.621216811
871,31.9186,-111.8798,97990.66424255907,1883252.6744722095
2031,22.4313,120.7809,41463.714347534224,301087.80994775926
2428,25.871,107.0476,85341.2803088139,552767.9823424725
2294,4.3039,101.445,53466.78856780239,132034.3234978193
1719,10.8117,29.7235,22198.773919050385,608463.0467221949
6,29.1905,25.5322,290274.4125058855,559659.5175046979
1289,30.9587,4.0209,168217.1598979929,650540.10708223
2162,36.5648,1.9061,68389.98765069297,103450.51019813248
2324,0.8953,120.2838,206580.30385729598,743811.3568789726
286,10.0986,-73.5424,53122.35957046747,468645.45255767135
441,27.1908,87.3358,78798.41045949396,206810.94558851796
1584,11.4369,76.3549,67054.82094239879,630760.0986533148
707,-14.9354,-147.7455,348210.5071733315,348201.31067929196
62,11.7329,29.3939,87033.71629801126,543402.0485229262
294,17.1833,-88.5833,54651.983255452964,20843.585030820585
1109,27.4534,86.6423,125146.68195623356,133161.90017323344
1190,22.1874,92.6477,88665.31929310394,285123.32293430466
1666,-4.8282,-46.8017,108293.13879100478,1223969.1879702164
703,-19.0491,-169.8706,612341.3294217462,5430.266106064971
2574,-4.2054,137.031,355620.8044319734,1262433.325490322
1300,12.7019,-16.4382,20331.432438500706,87519.75717804412
1816,-14.4832,-53.5305,206634.7864442929,618201.9183578205
2304,0.747,120.4266,195401.52233334724,766442.7045214315
1168,27.8827,96.5093,164566.7295897738,677758.7126541415
11,10.9523,-14.7629,50554.23047851165,136189.1936914012
1721,10.8252,30.1657,54841.5835658358,584667.3479062599
71,11.964,29.4186,110422.92471036958,521741.23003701115
939,16.2,-94.9833,23428.525856926106,508878.09764762723
1751,16.8107,-88.3999,79734.2567569318,62505.61432889498
52,12.1789,30.2398,111712.46926230371,449328.6238661981
1286,18.033,-96.8999,68737.29892679161,282443.79250196926
1309,12.4043,-13.5736,153448.86373748496,228106.35423247068
2327,-3.0637,128.3752,75169.56321911294,685546.9520352582
1606,29.8692,79.0686,110090.9891208328,223929.9168558514
1046,42.5712,46.0739,88551.0130203724,141315.17593161782
2238,11.4666,109.05,13321.018169281413,450551.2941289259
1090,27.7078,94.0374,88594.74656082325,434000.29167611536
2446,21.4758,101.3111,149095.00071311588,412850.4358580847
2435,30.2593,101.7497,78491.3718166753,1105460.5273010905
